$HAR,420261767,-936537646,327525,29.39,964.51,41.19,#
$HAR,420261767,-936537646,327525,29.39,964.46,41.25,#
$HAR,420261767,-936537646,327525,29.39,964.56,41.16,#
$HAR,420261767,-936537646,327525,29.4,964.6,41.18,#
$HAR,420261767,-936537646,327525,29.4,964.4,41.24,#
$HAR,420261767,-936537646,327525,29.4,964.33,41.19,#
$HAR,420261767,-936537646,327525,29.39,964.48,41.15,#
$HAR,420261767,-936537646,327525,29.4,964.53,41.23,#
$HAR,420261767,-936537646,327525,29.4,964.46,41.24,#
$HAR,420261767,-936537646,327525,29.39,964.5,41.27,#
$HAR,420261767,-936537646,327525,29.4,964.55,41.29,#
$HAR,420261767,-936537646,327525,29.39,964.51,41.36,#
$HAR,420261767,-936537646,327525,29.4,964.53,41.34,#
$HAR,420261767,-936537646,327525,29.4,964.48,41.31,#
$HAR,420261767,-936537646,327525,29.39,964.48,41.34,#
$HAR,420261767,-936537646,327525,29.4,964.5,41.36,#
$HAR,420261767,-936537646,327525,29.39,964.53,41.31,#
$HAR,420261767,-936537646,327525,29.39,964.66,41.4,#
$HAR,420261767,-936537646,327525,29.39,964.39,41.37,#
$HAR,420261767,-936537646,327525,29.38,964.31,41.29,#
$HAR,420261767,-936537646,327525,29.38,964.28,41.28,#
$HAR,420261767,-936537646,327525,29.39,964.36,41.33,#
$HAR,420261767,-936537646,327525,29.38,964.32,41.42,#
$HAR,420261767,-936537646,327525,29.38,964.33,41.42,#
$HAR,420261767,-936537646,327525,29.38,964.4,41.38,#
$HAR,420261767,-936537646,327525,29.38,964.38,41.45,#
$HAR,420261767,-936537646,327525,29.38,964.41,41.44,#
$HAR,420261767,-936537646,327525,29.38,964.4,41.46,#
$HAR,420261767,-936537646,327525,29.37,964.41,41.38,#
$HAR,420261767,-936537646,327525,29.37,964.41,41.43,#
$HAR,420261767,-936537646,327525,29.37,964.38,41.42,#
$HAR,420261767,-936537646,327525,29.37,964.37,41.46,#
$HAR,420261767,-936537646,327525,29.37,964.36,41.46,#
$HAR,420266981,-936534324,219797,29.36,964.34,41.45,#
$HAR,420266793,-936532789,218861,29.36,964.31,41.45,#
$HAR,420266584,-936533105,225653,29.37,964.28,41.5,#
$HAR,420266511,-936533072,231600,29.36,964.41,41.52,#
$HAR,420266415,-936533003,237421,29.36,964.51,41.5,#
$HAR,420266282,-936532997,241558,29.36,964.48,41.54,#
$HAR,420266263,-936533036,244225,29.35,964.3,41.57,#
$HAR,420266216,-936532969,247743,29.34,964.25,41.58,#
$HAR,420266171,-936532927,250994,29.34,964.31,41.55,#
$HAR,420266114,-936533480,271067,29.34,964.44,41.52,#
$HAR,420266018,-936534267,279880,29.34,964.48,41.55,#
$HAR,420266281,-936534826,278817,29.33,964.4,41.55,#
$HAR,420266472,-936535054,281480,29.34,964.38,41.55,#
$HAR,420266516,-936535088,284456,29.33,964.42,41.56,#
$HAR,420266786,-936535852,288673,29.32,964.4,41.6,#
$HAR,420265046,-936537294,286467,29.32,964.56,41.61,#
$HAR,420264839,-936537995,286386,29.32,964.71,41.63,#
$HAR,420264505,-936538317,287783,29.32,964.53,41.64,#
$HAR,420265082,-936537460,279058,29.31,964.48,41.69,#
$HAR,420265754,-936536724,272298,29.31,964.48,41.63,#
$HAR,420265800,-936536909,274198,29.3,964.44,41.61,#
$HAR,420265655,-936536949,275533,29.3,964.44,41.68,#
$HAR,420265739,-936536648,273228,29.3,964.39,41.73,#
$HAR,420266213,-936536341,269717,29.29,964.37,41.78,#
$HAR,420266171,-936536315,268644,29.29,964.42,41.78,#
$HAR,420266448,-936536247,267046,29.29,964.39,41.79,#
